_id,user_id,amount,timestamp,status
t116,u874,51.43,2024-11-06T15:41:56.025361,unknown
t117,u471,239.69,2024-10-31T15:41:56.025369,unknown
t118,u222,3.54,2024-12-01T15:41:56.025377,FAILED
t119,u567,180.17,2024-11-17T15:41:56.025385,PENDING
t120,u246,352.01,2024-10-25T15:41:56.025392,unknown
t121,u852,295.37,2024-11-07T15:41:56.025400,unknown
t122,u621,462.73,2024-11-24T15:41:56.025408,unknown
t123,u392,80.86,2024-11-10T15:41:56.025416,unknown
t124,u1,142.39,2024-11-23T15:41:56.025424,PENDING
t125,u541,390.47,2024-10-31T15:41:56.025432,unknown
t127,u844,177.72,2024-12-17T15:41:56.025447,unknown
t128,u585,160.92,2024-11-11T15:41:56.025455,unknown
t129,u150,310.54,2024-11-05T15:41:56.025463,unknown
t130,u460,307.57,2024-11-07T15:41:56.025471,unknown
t131,u90,199.53,2024-12-02T15:41:56.025480,unknown
t132,u826,366.72,2024-12-08T15:41:56.025487,PENDING
t133,u574,493.93,2024-11-11T15:41:56.025495,FAILED
t135,u990,208.01,2024-12-12T15:41:56.025511,unknown
t136,u203,453.83,2024-11-01T15:41:56.025518,unknown
t137,u920,480.39,2024-11-26T15:41:56.025525,unknown
t138,u573,207.64,2024-10-28T15:41:56.025532,unknown
t139,u139,180.61,2024-11-25T15:41:56.025539,unknown
t140,u994,433.94,2025-01-21T15:41:56.025547,unknown
t141,u922,6.04,2024-11-03T15:41:56.025557,PENDING
t144,u879,288.12,2024-11-29T15:41:56.025581,unknown
t145,u840,133.12,2024-10-22T15:41:56.025588,unknown
t146,u183,277.13,2024-10-24T15:41:56.025595,PENDING
t147,u833,63.67,2024-12-08T15:41:56.025603,unknown
t149,u634,163.95,2024-11-08T15:41:56.025620,PENDING
t151,u542,309.74,2024-11-21T15:41:56.025635,unknown
t152,u391,461.01,2024-10-24T15:41:56.025643,unknown
t153,u881,380.57,2024-11-21T15:41:56.025649,unknown
t154,u334,202.71,2024-12-13T15:41:56.025656,unknown
t155,u154,47.87,2024-10-22T15:41:56.025664,FAILED
t156,u677,99.08,2024-12-09T15:41:56.025672,unknown
t157,u765,440.56,2024-11-08T15:41:56.025680,PENDING
t159,u242,397.31,2024-11-11T15:41:56.025695,unknown
t161,u265,283.18,2024-10-22T15:41:56.025714,unknown
t162,u670,402.43,2024-12-06T15:41:56.025721,unknown
t164,u442,164.77,2024-12-11T15:41:56.025736,unknown
t165,u281,34.39,2024-11-09T15:41:56.025743,unknown
t166,u129,82.2,2024-10-30T15:41:56.025750,unknown
t167,u190,349.44,2024-11-08T15:41:56.025760,unknown
t168,u792,86.81,2024-11-02T15:41:56.025770,unknown
t169,u657,444.72,2024-11-10T15:41:56.025778,unknown
t170,u139,344.49,2024-11-19T15:41:56.025786,FAILED
t171,u352,282.08,2024-10-21T15:41:56.025794,unknown
t173,u589,304.8,2024-11-21T15:41:56.025813,FAILED
t174,u6,19.97,2024-11-17T15:41:56.025822,FAILED
t175,u184,245.12,2024-10-22T15:41:56.025829,PENDING
t176,u938,264.89,2024-11-24T15:41:56.025837,unknown
t180,u277,162.88,2024-12-01T15:41:56.025867,unknown
t183,u598,324.76,2024-11-11T15:41:56.025890,PENDING
t184,u894,76.2,2024-12-11T15:41:56.025897,unknown
t185,u585,51.82,2024-11-10T15:41:56.025904,unknown
t186,u424,227.95,2024-11-29T15:41:56.025912,unknown
t187,u945,208.41,2025-01-17T15:41:56.025919,unknown
t189,u659,306.65,2024-11-26T15:41:56.025934,unknown
t190,u709,338.12,2024-11-25T15:41:56.025942,unknown
t191,u423,347.31,2024-12-04T15:41:56.025950,unknown
t192,u197,309.54,2024-11-07T15:41:56.025957,unknown
t194,u556,405.46,2024-12-10T15:41:56.025972,unknown
t195,u74,94.44,2024-11-06T15:41:56.025980,unknown
t196,u942,341.65,2024-10-27T15:41:56.025987,unknown
t197,u760,499.33,2024-11-25T15:41:56.025995,unknown
t198,u817,487.98,2024-10-27T15:41:56.026003,unknown
t199,u89,261.23,2024-10-30T15:41:56.026010,PENDING
t200,u725,333.68,2024-11-11T15:41:56.026018,unknown
t202,u67,154.19,2024-12-14T15:41:56.026033,unknown
t203,u473,71.74,2024-11-19T15:41:56.026041,FAILED
t204,u925,477.39,2024-11-02T15:41:56.026052,PENDING
t205,u884,429.28,2024-11-15T15:41:56.026060,unknown
t206,u866,226.5,2024-11-14T15:41:56.026067,unknown
t207,u538,333.02,2024-11-07T15:41:56.026075,unknown
t208,u722,269.62,2025-02-13T15:41:56.026082,unknown
t209,u100,411.69,2024-12-13T15:41:56.026089,FAILED
t210,u958,71.41,2024-11-30T15:41:56.026097,FAILED
t211,u283,298.3,2025-01-02T15:41:56.026105,PENDING
t212,u663,67.38,2024-11-13T15:41:56.026113,unknown
t214,u306,24.5,2024-12-03T15:41:56.026130,unknown
t215,u893,223.98,2024-11-29T15:41:56.026137,unknown
t216,u318,473.67,2024-11-09T15:41:56.026145,unknown
t217,u59,205.02,2024-11-28T15:41:56.026153,PENDING
t218,u576,478.44,2024-11-11T15:41:56.026162,FAILED
t219,u334,128.5,2024-12-10T15:41:56.026170,unknown
t220,u975,411.65,2024-12-03T15:41:56.026180,unknown
t221,u688,474.37,2024-12-10T15:41:56.026188,unknown
t223,u814,42.4,2024-11-22T15:41:56.026204,FAILED
t224,u796,326.43,2024-12-01T15:41:56.026211,unknown
t225,u521,467.34,2024-11-13T15:41:56.026222,FAILED
t226,u421,187.59,2024-11-19T15:41:56.026230,FAILED
t228,u236,11.53,2024-12-07T15:41:56.026246,FAILED
t229,u780,126.17,2024-11-20T15:41:56.026254,unknown
t230,u500,213.58,2024-12-05T15:41:56.026262,FAILED
t231,u467,286.18,2024-12-17T15:41:56.026270,unknown
t232,u494,227.42,2024-12-08T15:41:56.026278,PENDING
t233,u273,79.09,2024-11-15T15:41:56.026286,unknown
t234,u665,11.76,2024-10-25T15:41:56.026294,unknown
t235,u209,189.88,2024-11-24T15:41:56.026302,unknown
t236,u626,394.81,2024-11-28T15:41:56.026313,unknown
t237,u646,92.53,2025-02-05T15:41:56.026321,unknown
t238,u111,75.83,2024-12-09T15:41:56.026329,PENDING
t239,u486,126.21,2024-11-22T15:41:56.026337,unknown
t240,u676,35.47,2024-11-10T15:41:56.026344,unknown
t241,u237,166.49,2024-11-01T15:41:56.026352,unknown
t242,u229,475.79,2024-11-28T15:41:56.026360,PENDING
t244,u747,0.57,2024-11-07T15:41:56.026376,unknown
t245,u759,211.89,2024-11-23T15:41:56.026384,unknown
t246,u205,467.08,2025-01-25T15:41:56.026391,FAILED
t248,u103,460.47,2024-10-25T15:41:56.026416,FAILED
t250,u798,499.4,2024-10-27T15:41:56.026433,PENDING
t251,u856,324.9,2024-11-16T15:41:56.026441,FAILED
t252,u517,97.32,2024-11-18T15:41:56.026448,unknown
t253,u44,330.21,2024-12-19T15:41:56.026457,unknown
t254,u988,310.91,2024-12-08T15:41:56.026471,unknown
t255,u485,386.08,2024-10-29T15:41:56.026479,unknown
t256,u487,149.87,2024-11-30T15:41:56.026487,unknown
t257,u828,42.65,2024-10-21T15:41:56.026495,unknown
t258,u476,188.21,2024-11-30T15:41:56.026503,PENDING
t259,u200,113.84,2024-12-09T15:41:56.026511,unknown
t260,u862,37.35,2025-01-01T15:41:56.026519,unknown
t262,u78,28.36,2024-12-10T15:41:56.026535,unknown
t263,u878,239.44,2024-10-25T15:41:56.026548,unknown
t264,u193,462.39,2024-10-22T15:41:56.026559,PENDING
t265,u388,75.06,2024-11-11T15:41:56.026574,unknown
t267,u316,40.1,2024-12-14T15:41:56.026642,unknown
t269,u539,490.4,2024-11-06T15:41:56.026700,PENDING
t270,u514,371.8,2024-12-04T15:41:56.026712,unknown
t271,u633,401.5,2024-11-20T15:41:56.026724,unknown
t272,u747,483.05,2024-11-29T15:41:56.026743,unknown
t273,u962,119.31,2024-10-19T15:41:56.026752,unknown
t274,u514,13.67,2024-11-04T15:41:56.026760,unknown
t275,u495,468.51,2024-10-20T15:41:56.026768,unknown
t276,u111,80.06,2024-11-15T15:41:56.026816,PENDING
t277,u50,291.89,2024-11-30T15:41:56.026827,unknown
t278,u162,81.94,2024-12-14T15:41:56.026835,unknown
t279,u807,194.54,2024-11-20T15:41:56.026843,unknown
t280,u388,95.5,2024-11-08T15:41:56.026851,PENDING
t282,u66,357.61,2024-11-21T15:41:56.026867,unknown
t283,u299,295.99,2024-11-30T15:41:56.026876,unknown
t284,u92,135.04,2024-12-02T15:41:56.026889,PENDING
t285,u915,19.42,2024-10-30T15:41:56.026903,unknown
t287,u299,234.78,2024-11-17T15:41:56.026929,unknown
t288,u650,136.62,2024-11-01T15:41:56.026937,unknown
t289,u2,412.1,2024-11-22T15:41:56.026950,PENDING
t290,u327,129.01,2024-12-15T15:41:56.026959,unknown
t291,u799,8.31,2024-10-19T15:41:56.026966,unknown
t292,u737,305.51,2024-11-28T15:41:56.026974,FAILED
t293,u476,343.01,2024-11-28T15:41:56.026983,unknown
t294,u418,444.89,2024-12-13T15:41:56.026991,unknown
t295,u553,22.92,2024-12-14T15:41:56.026998,unknown
t298,u963,328.42,2024-10-28T15:41:56.027022,FAILED
t299,u113,260.59,2024-12-09T15:41:56.027030,unknown
t300,u699,473.79,2025-02-09T15:41:56.027046,unknown
t302,u218,462.37,2024-12-06T15:41:56.027062,unknown
t303,u884,190.11,2024-11-11T15:41:56.027070,FAILED
t304,u635,448.59,2024-11-18T15:41:56.027078,unknown
t306,u707,427.97,2024-11-26T15:41:56.027094,unknown
t307,u271,93.03,2024-12-17T15:41:56.027102,PENDING
t309,u269,433.66,2024-11-19T15:41:56.027118,unknown
t310,u484,454.86,2024-12-23T15:41:56.027128,unknown
t312,u565,185.17,2024-10-19T15:41:56.027144,PENDING
t313,u917,269.28,2025-01-15T15:41:56.027151,unknown
t314,u171,225.14,2024-12-14T15:41:56.027159,PENDING
t315,u333,326.54,2024-10-20T15:41:56.027167,unknown
t317,u464,95.46,2024-11-03T15:41:56.027182,FAILED
t318,u856,270.26,2024-11-12T15:41:56.027190,unknown
t319,u769,148.09,2024-12-01T15:41:56.027198,unknown
t320,u757,342.54,2024-12-10T15:41:56.027206,unknown
t321,u116,244.9,2024-12-02T15:41:56.027214,PENDING
t322,u450,25.57,2024-10-24T15:41:56.027222,unknown
t323,u146,31.13,2024-10-19T15:41:56.027230,PENDING
t325,u278,119,2024-11-29T15:41:56.027250,unknown
t326,u127,391.84,2024-10-22T15:41:56.027258,unknown
t327,u276,169.77,2024-10-26T15:41:56.027265,unknown
t328,u85,182.94,2024-11-15T15:41:56.027274,unknown
t329,u671,487.89,2024-11-16T15:41:56.027282,unknown
t330,u412,37.35,2024-11-12T15:41:56.027289,unknown
t331,u96,141.27,2024-12-18T15:41:56.027300,PENDING
t332,u296,389.83,2025-02-13T15:41:56.027309,FAILED
t334,u536,350.62,2024-11-08T15:41:56.027327,unknown
t335,u277,190.67,2024-12-09T15:41:56.027335,unknown
t336,u727,362.06,2024-11-27T15:41:56.027343,PENDING
t337,u819,258.31,2024-11-20T15:41:56.027356,unknown
t338,u148,374.72,2024-11-04T15:41:56.027378,unknown
t339,u41,31.13,2024-11-22T15:41:56.027387,PENDING
t340,u758,258.43,2024-11-19T15:41:56.027413,PENDING
t341,u516,42.15,2024-10-21T15:41:56.027439,PENDING
t342,u935,35.85,2024-11-16T15:41:56.027447,PENDING
t343,u432,459.02,2024-11-06T15:41:56.027455,unknown
t344,u914,349.83,2024-11-16T15:41:56.027463,unknown
t345,u606,169.18,2024-12-12T15:41:56.027487,unknown
t346,u122,432.49,2024-11-14T15:41:56.027494,unknown
t347,u360,407.07,2024-12-16T15:41:56.027501,PENDING
t348,u382,300.62,2024-10-22T15:41:56.027509,unknown
t349,u531,150.6,2024-12-12T15:41:56.027517,FAILED
t350,u143,334.03,2025-01-06T15:41:56.027525,unknown
t351,u904,239.54,2024-11-21T15:41:56.027532,PENDING
t352,u390,194.46,2024-11-20T15:41:56.027543,unknown
t354,u393,400.47,2024-11-19T15:41:56.027576,unknown
t355,u424,40.23,2024-12-02T15:41:56.027585,unknown
t356,u786,169.34,2024-12-01T15:41:56.027592,FAILED
t357,u328,174.61,2024-10-23T15:41:56.027617,PENDING
t358,u227,470.05,2024-10-23T15:41:56.027641,unknown
t359,u840,323.41,2024-11-28T15:41:56.027649,FAILED
t360,u133,318.69,2025-02-09T15:41:56.027659,unknown
t361,u38,68.85,2024-11-06T15:41:56.027684,unknown
t363,u311,2.31,2024-11-27T15:41:56.027721,PENDING
t364,u405,453.32,2025-01-29T15:41:56.027729,unknown
t365,u691,52.91,2024-11-13T15:41:56.027754,PENDING
t366,u505,17.49,2024-12-06T15:41:56.027762,FAILED
t367,u455,439.4,2025-01-04T15:41:56.027769,unknown
t368,u603,20.53,2024-11-05T15:41:56.027777,FAILED
t369,u530,100.93,2024-12-09T15:41:56.027784,unknown
t370,u311,264.41,2024-12-16T15:41:56.027791,unknown
t371,u17,355.66,2024-12-04T15:41:56.027799,unknown
t372,u375,287.66,2024-12-03T15:41:56.027806,PENDING
t373,u389,442.97,2024-12-02T15:41:56.027814,unknown
t374,u385,111.71,2024-10-19T15:41:56.027822,unknown
t375,u899,95.48,2024-12-01T15:41:56.027830,unknown
t376,u790,320.32,2024-10-22T15:41:56.027840,unknown
t377,u657,204.32,2024-10-31T15:41:56.027848,FAILED
t381,u599,51.07,2024-10-21T15:41:56.027878,FAILED
t382,u206,129.43,2024-11-10T15:41:56.027886,unknown
t383,u169,436.52,2024-10-25T15:41:56.027893,unknown
t384,u261,14.89,2024-11-11T15:41:56.027900,unknown
t385,u961,473.86,2024-12-16T15:41:56.027907,unknown
t387,u84,34.42,2024-10-30T15:41:56.027922,PENDING
t388,u831,185.39,2024-12-10T15:41:56.027930,unknown
t389,u986,360.47,2024-11-17T15:41:56.027937,unknown
t390,u153,393.99,2024-11-15T15:41:56.027944,unknown
t391,u279,74.16,2024-11-06T15:41:56.027952,FAILED
t392,u736,372.21,2025-01-14T15:41:56.027962,unknown
t393,u396,443.72,2024-11-16T15:41:56.027969,unknown
t394,u861,85.99,2024-10-23T15:41:56.027993,unknown
t395,u40,144.63,2024-10-26T15:41:56.028003,unknown
t396,u695,330.76,2024-11-15T15:41:56.028011,unknown
t401,u608,379.03,2024-10-28T15:41:56.028065,FAILED
t402,u268,389.94,2024-11-12T15:41:56.028074,unknown
t403,u193,425.81,2024-11-12T15:41:56.028082,unknown
t404,u797,496.03,2024-11-09T15:41:56.028090,FAILED
t405,u250,174.8,2024-11-18T15:41:56.028097,unknown
t407,u855,179.26,2024-12-03T15:41:56.028112,unknown
t408,u932,472.22,2024-11-01T15:41:56.028119,unknown
t409,u659,434.85,2024-11-30T15:41:56.028127,unknown
t410,u995,153,2024-11-07T15:41:56.028134,PENDING
t411,u447,162.03,2024-11-28T15:41:56.028141,unknown
t412,u421,69.61,2024-12-17T15:41:56.028148,PENDING
t413,u746,171.19,2024-11-11T15:41:56.028155,unknown
t414,u884,17.09,2024-11-04T15:41:56.028162,unknown
t415,u20,326.33,2024-12-08T15:41:56.028170,unknown
t416,u861,233.34,2024-12-07T15:41:56.028180,unknown
t417,u364,16.99,2025-02-12T15:41:56.028189,unknown
t418,u365,106.16,2024-10-24T15:41:56.028196,unknown
t419,u485,265.31,2024-11-10T15:41:56.028204,unknown
t420,u125,223.33,2024-10-29T15:41:56.028211,unknown
t421,u405,50.51,2024-12-16T15:41:56.028218,FAILED
t422,u417,230.01,2024-11-08T15:41:56.028225,PENDING
t424,u384,155.96,2024-10-21T15:41:56.028243,unknown
t425,u101,9.13,2024-10-22T15:41:56.028250,unknown
t426,u433,367.44,2024-11-17T15:41:56.028258,unknown
t430,u349,118.35,2024-12-03T15:41:56.028293,PENDING
t431,u833,403.16,2024-11-17T15:41:56.028300,unknown
t432,u621,248.54,2024-10-29T15:41:56.028308,unknown
t433,u974,310.73,2024-12-07T15:41:56.028318,unknown
t434,u314,442.18,2024-12-15T15:41:56.028326,unknown
t435,u79,274.15,2024-12-16T15:41:56.028350,PENDING
t436,u503,54.18,2024-10-23T15:41:56.028358,unknown
t437,u546,224.97,2024-10-20T15:41:56.028365,unknown
t439,u474,176.41,2024-12-12T15:41:56.028397,unknown
t440,u283,460.43,2024-11-26T15:41:56.028405,unknown
t441,u643,464.83,2024-12-03T15:41:56.028413,FAILED
t444,u225,449,2024-11-30T15:41:56.028452,FAILED
t445,u215,207.38,2024-11-09T15:41:56.028459,unknown
t446,u827,430.85,2024-12-09T15:41:56.028466,unknown
t447,u339,140.18,2024-11-03T15:41:56.028473,unknown
t448,u154,123.12,2024-11-28T15:41:56.028479,unknown
t449,u155,476.35,2024-12-03T15:41:56.028503,unknown
t450,u284,66.57,2024-10-28T15:41:56.028510,FAILED
t451,u953,345.96,2024-10-29T15:41:56.028518,unknown
t453,u641,375.45,2024-12-10T15:41:56.028548,unknown
t454,u542,160.24,2024-11-15T15:41:56.028572,PENDING
t455,u506,147.17,2024-11-12T15:41:56.028581,unknown
t456,u25,242.21,2024-10-23T15:41:56.028607,PENDING
t457,u198,311.17,2024-11-17T15:41:56.028618,FAILED
t458,u123,2.04,2024-10-26T15:41:56.028655,PENDING
t460,u722,41.47,2024-11-10T15:41:56.028715,unknown
t461,u163,12.41,2024-10-31T15:41:56.028723,unknown
t462,u211,137.02,2024-11-12T15:41:56.028731,unknown
t463,u244,249.27,2024-12-23T15:41:56.028739,FAILED
t464,u734,438,2024-12-12T15:41:56.028748,unknown
t465,u289,256,2024-12-09T15:41:56.028794,FAILED
t466,u118,223.74,2024-11-25T15:41:56.028802,FAILED
t468,u650,80.97,2024-11-02T15:41:56.028818,FAILED
t469,u425,364.12,2024-11-27T15:41:56.028826,unknown
t471,u680,293.99,2024-11-13T15:41:56.028843,unknown
t474,u549,264.6,2024-11-23T15:41:56.028884,FAILED
t475,u471,174.9,2024-10-23T15:41:56.028892,unknown
t477,u322,338.93,2024-11-13T15:41:56.028907,unknown
t478,u291,234.21,2024-11-11T15:41:56.028914,unknown
t479,u383,379.83,2024-11-08T15:41:56.028922,unknown
t482,u735,34.87,2024-10-28T15:41:56.028954,unknown
t483,u163,432.27,2024-11-20T15:41:56.028961,unknown
t484,u928,282.63,2024-12-18T15:41:56.028968,unknown
t485,u191,478.06,2024-12-10T15:41:56.028976,unknown
t486,u838,389.71,2024-11-07T15:41:56.028984,PENDING
t487,u957,113.61,2024-10-23T15:41:56.028991,unknown
t488,u313,295.38,2024-10-24T15:41:56.028999,unknown
t489,u53,402.08,2024-12-17T15:41:56.029009,PENDING
t491,u2,243.27,2024-10-30T15:41:56.029046,FAILED
t492,u387,390.04,2024-12-18T15:41:56.029054,unknown
t493,u576,162.43,2024-12-03T15:41:56.029062,unknown
t494,u676,367.86,2024-12-26T15:41:56.029070,unknown
t495,u827,362.24,2024-12-16T15:41:56.029077,FAILED
t496,u368,129.31,2024-11-29T15:41:56.029103,FAILED
t497,u401,161.02,2024-11-16T15:41:56.029110,unknown
t499,u556,63.26,2024-12-17T15:41:56.029126,unknown
t501,u458,333.82,2024-12-03T15:41:56.029141,FAILED
t503,u508,326.88,2024-11-22T15:41:56.029157,FAILED
t504,u181,353.91,2024-11-09T15:41:56.029165,PENDING
t506,u691,129.96,2024-11-16T15:41:56.029179,FAILED
t507,u435,24.01,2024-10-23T15:41:56.029186,FAILED
t508,u966,111.08,2024-10-31T15:41:56.029197,unknown
t509,u632,377.61,2024-10-25T15:41:56.029204,unknown
t512,u231,298.01,2024-12-03T15:41:56.029247,unknown
t513,u169,299.23,2024-10-19T15:41:56.029255,unknown
t514,u407,329.28,2024-11-27T15:41:56.029263,unknown
t515,u112,406.36,2024-11-06T15:41:56.029270,unknown
t516,u728,244.81,2024-12-08T15:41:56.029279,FAILED
t517,u363,33.9,2024-12-17T15:41:56.029287,unknown
t518,u673,219.26,2024-10-21T15:41:56.029295,PENDING
t519,u104,160.86,2024-12-06T15:41:56.029302,unknown
t520,u534,47.81,2024-10-24T15:41:56.029327,unknown
t521,u596,422.5,2024-11-09T15:41:56.029334,PENDING
t522,u514,109.25,2024-12-11T15:41:56.029346,unknown
t524,u664,491.46,2024-11-06T15:41:56.029361,unknown
t525,u208,166.2,2024-10-22T15:41:56.029368,unknown
t526,u963,398.66,2024-11-18T15:41:56.029375,unknown
t527,u282,358.68,2024-12-01T15:41:56.029383,unknown
t528,u7,472.37,2024-11-29T15:41:56.029390,unknown
t534,u184,55.12,2024-10-29T15:41:56.029474,unknown
t535,u159,130.71,2024-10-31T15:41:56.029482,unknown
t537,u768,494.19,2024-11-20T15:41:56.029515,unknown
t538,u203,272.31,2024-12-02T15:41:56.029522,unknown
t539,u746,271.22,2024-12-02T15:41:56.029530,FAILED
t540,u14,452.09,2024-12-12T15:41:56.029538,unknown
t541,u219,194.43,2024-12-01T15:41:56.029546,unknown
t543,u986,120.95,2024-10-30T15:41:56.029565,unknown
t545,u62,420.99,2024-10-29T15:41:56.029580,unknown
t546,u149,437.35,2025-01-19T15:41:56.029588,FAILED
t547,u992,68.8,2024-11-01T15:41:56.029596,unknown
t548,u213,292.92,2024-12-02T15:41:56.029604,unknown
t549,u900,112.84,2024-10-31T15:41:56.029612,unknown
t550,u521,323.18,2025-01-12T15:41:56.029620,unknown
t551,u353,83.32,2024-11-23T15:41:56.029627,unknown
t552,u889,483.37,2024-11-20T15:41:56.029634,unknown
t555,u936,252.47,2024-11-22T15:41:56.029686,FAILED
t556,u542,163.55,2024-12-10T15:41:56.029694,unknown
t558,u730,263.9,2024-11-29T15:41:56.029709,unknown
t559,u15,318.12,2024-11-10T15:41:56.029716,unknown
t560,u174,388.33,2024-10-30T15:41:56.029743,PENDING
t561,u535,19.66,2024-11-02T15:41:56.029751,unknown
t562,u308,12.13,2024-10-29T15:41:56.029758,unknown
t563,u539,478.79,2024-10-25T15:41:56.029766,unknown
t564,u26,397.33,2024-10-29T15:41:56.029774,unknown
t565,u7,209.38,2024-11-09T15:41:56.029781,unknown
t566,u497,417.97,2024-11-15T15:41:56.029789,FAILED
t567,u271,134.44,2024-10-30T15:41:56.029797,unknown
t568,u689,199.55,2024-11-25T15:41:56.029805,unknown
t569,u116,355.46,2024-11-26T15:41:56.029816,PENDING
t570,u899,426.57,2024-10-26T15:41:56.029825,unknown
t571,u886,274.23,2025-02-14T15:41:56.029833,unknown
